Parent id number,Id number,Shortname,Description,Description format,Scale values,Scale configuration,Rule type,Rule outcome,Rule config,Cross referenced competency id numbers,Exported id,Is framework,Taxonomy
,BSBFIM601 (2017),BSBFIM601: Manage finances (2017),,1,,,,,,2017,,,
,BSBFIM601A (2017),BSBFIM601A: Manage finances (2017),,1,,,,,,2017,,,
,BSBFLM303C (2017),BSBFLM303C: Contribute to effective workplace relationships (2017),,1,,,,,,2017,,,
,BSBFLM312 (2017),BSBFLM312: Contribute to team effectiveness (2017),,1,,,,,,2017,,,
,BSBFLM312C (2017),BSBFLM312C: Contribute to team effectiveness (2017),,1,,,,,,2017,,,
,BSBHRM402A (2017),"BSBHRM402A: Recruit, select and induct staff (2017)",,1,,,,,,2017,,,
,BSBHRM403 (2017),BSBHRM403: Support performance management process (2017),,1,,,,,,2017,,,
,BSBHRM403B (2017),BSBHRM403B: Support performance management processes (2017),,1,,,,,,2017,,,
,BSBHRM404 (2017),BSBHRM404: Review human resource functions (2017),,1,,,,,,2017,,,
,BSBHRM404A (2017),BSBHRM404A: Review human resources functions (2017),,1,,,,,,2017,,,
,BSBHRM405 (2017),"BSBHRM405: Support the recruitment, selection and induction of staff (2017)",,1,,,,,,2017,,,
,BSBHRM405A (2017),"BSBHRM405A: Support the recruitment, selection and induction of staff (2017)",,1,,,,,,2017,,,
,BSBHRM501 (2017),BSBHRM501: Manage human resource services (2017),,1,,,,,,2017,,,
,BSBHRM505 (2017),BSBHRM505: Manage remuneration and employee benefits (2017),,1,,,,,,2017,,,
,BSBHRM506 (2017),BSBHRM506: Manage recruitment selection and induction processes (2017),,1,,,,,,2017,,,
,BSBHRM507 (2017),BSBHRM507: Manage separation or termination (2017),,1,,,,,,2017,,,
,BSBHRM512 (2017),BSBHRM512: Develop and manage performance management processes (2017),,1,,,,,,2017,,,
,BSBHRM513 (2017),BSBHRM513: Manage workforce planning (2017),,1,,,,,,2017,,,
,BSBHRM513A (2017),BSBHRM513A: Manage workforce planning (2017),,1,,,,,,2017,,,
,BSBHRM602 (2017),BSBHRM602: Manage human resources strategic planning (2017),,1,,,,,,2017,,,
,BSBHRM604A (2017),BSBHRM604A: Manage employee relations (2017),,1,,,,,,2017,,,
,BSBIND201 (2017),BSBIND201: Work effectively in a business environment (2017),,1,,,,,,2017,,,
,BSBINM201 (2017),BSBINM201: Process and maintain workplace information (2017),,1,,,,,,2017,,,
,BSBINM201A (2017),BSBINM201A: Process and maintain workplace information (2017),,1,,,,,,2017,,,
,BSBINM202 (2017),BSBINM202: Handle mail (2017),,1,,,,,,2017,,,
,BSBINM202A (2017),BSBINM202A: Handle mail (2017),,1,,,,,,2017,,,
,BSBINM301 (2017),BSBINM301: Organise workplace information (2017),,1,,,,,,2017,,,
,BSBINM301A (2017),BSBINM301A: Organise workplace information (2017),,1,,,,,,2017,,,
,BSBINM303 (2017),BSBINM303: Handle receipt and despatch of information (2017),,1,,,,,,2017,,,
,BSBINM401 (2017),BSBINM401: Implement workplace information system (2017),,1,,,,,,2017,,,
,BSBINM601A (2017),BSBINM601A: Manage knowledge and information (2017),,1,,,,,,2017,,,
,BSBINN301 (2017),BSBINN301: Promote innovation in a team environment (2017),,1,,,,,,2017,,,
,BSBINN601 (2017),BSBINN601: Lead and manage organisational change (2017),,1,,,,,,2017,,,
,BSBINN601B (2017),BSBINN601B: Manage organisational change (2017),,1,,,,,,2017,,,
,BSBIPR301A (2017),BSBIPR301A: Comply with organisational requirements for protection and use of intellectual p (2017),,1,,,,,,2017,,,
,BSBITU101 (2017),BSBITU101: Operate a personal computer (2017),,1,,,,,,2017,,,
,BSBITU101A (2017),BSBITU101A: Operate a personal computer (2017),,1,,,,,,2017,,,
,BSBITU102 (2017),BSBITU102: Develop keyboard skills (2017),,1,,,,,,2017,,,
,BSBITU102A (2017),BSBITU102A: Develop keyboard skills (2017),,1,,,,,,2017,,,
,BSBITU201 (2017),BSBITU201: Produce simple word processed documents (2017),,1,,,,,,2017,,,
,BSBITU201A (2017),BSBITU201A: Produce simple word processed documents (2017),,1,,,,,,2017,,,
,BSBITU202 (2017),BSBITU202: Create and use spreadsheets (2017),,1,,,,,,2017,,,
,BSBITU202A (2017),BSBITU202A: Create and use spreadsheets (2017),,1,,,,,,2017,,,
,BSBITU203 (2017),BSBITU203: Communicate electronically (2017),,1,,,,,,2017,,,
,BSBITU301 (2017),BSBITU301: Create and use databases (2017),,1,,,,,,2017,,,
,BSBITU302 (2017),BSBITU302: Create electronic presentations (2017),,1,,,,,,2017,,,
,BSBITU302B (2017),BSBITU302B: Create electronic presentations (2017),,1,,,,,,2017,,,
,BSBITU303 (2017),BSBITU303: Design and produce text documents (2017),,1,,,,,,2017,,,
,BSBITU303A (2017),BSBITU303A: Design and produce text documents (2017),,1,,,,,,2017,,,
,BSBITU304 (2017),BSBITU304: Produce spreadsheets (2017),,1,,,,,,2017,,,
,BSBITU304A (2017),BSBITU304A: Produce spreadsheets (2017),,1,,,,,,2017,,,
,BSBITU305A (2017),BSBITU305A: Conduct online transactions (2017),,1,,,,,,2017,,,
,BSBITU306 (2017),BSBITU306: Design and produce business documents (2017),,1,,,,,,2017,,,
,BSBITU306A (2017),BSBITU306A: Design and produce business documents (2017),,1,,,,,,2017,,,
,BSBITU307 (2017),BSBITU307: Develop keyboarding speed and accuracy (2017),,1,,,,,,2017,,,
,BSBITU307A (2017),BSBITU307A: Develop keyboarding speed and accuracy (2017),,1,,,,,,2017,,,
,BSBITU309 (2017),BSBITU309: Produce desktop published documents (2017),,1,,,,,,2017,,,
,BSBITU401 (2017),BSBITU401: Design and develop complex text documents (2017),,1,,,,,,2017,,,
,BSBITU402 (2017),BSBITU402: Develop and use complex spreadsheets (2017),,1,,,,,,2017,,,
,BSBITU402A (2017),BSBITU402A: Develop and use complex spreadsheets (2017),,1,,,,,,2017,,,
,BSBITU404 (2017),BSBITU404: Produce complex desktop published documents (2017),,1,,,,,,2017,,,
,BSBLDR401 (2017),BSBLDR401: Communicate effectively as a workplace leader (2017),,1,,,,,,2017,,,
,BSBLDR402 (2017),BSBLDR402: Lead effective workplace relationships (2017),,1,,,,,,2017,,,
,BSBLDR403 (2017),BSBLDR403: Lead team effectiveness (2017),,1,,,,,,2017,,,
,BSBLDR501 (2017),BSBLDR501: Develop and use emotional intelligence (2017),,1,,,,,,2017,,,
,BSBLDR502 (2017),BSBLDR502: Lead and manage effective workplace relationships (2017),,1,,,,,,2017,,,
,BSBLEG305 (2017),BSBLEG305: Use legal terminology in order to carry out tasks (2017),,1,,,,,,2017,,,
,BSBLEG306 (2017),BSBLEG306: Maintain records for time and disbursements in a legal practice (2017),,1,,,,,,2017,,,
,BSBMED301 (2017),BSBMED301: Interpret and apply medical terminology appropriately (2017),,1,,,,,,2017,,,
,BSBMED301B (2017),BSBMED301B: Interpret and apply medical terminology appropriately (2017),,1,,,,,,2017,,,
,BSBMED302 (2017),BSBMED302: Prepare and process medical accounts (2017),,1,,,,,,2017,,,
,BSBMED302B (2017),BSBMED302B: Prepare and process medical accounts (2017),,1,,,,,,2017,,,
,BSBMED303 (2017),BSBMED303: Maintain patient records (2017),,1,,,,,,2017,,,
,BSBMED303B (2017),BSBMED303B: Maintain patient records (2017),,1,,,,,,2017,,,
,BSBMED304 (2017),BSBMED304: Assist in controlling stocks and supplies (2017),,1,,,,,,2017,,,
,BSBMED304B (2017),BSBMED304B: Assist in controlling stocks and supplies (2017),,1,,,,,,2017,,,
,BSBMED305 (2017),"BSBMED305: Apply the principles of confidentiality, privacy and security within the medical (2017)",,1,,,,,,2017,,,
,BSBMED305B (2017),"BSBMED305B: Apply the principles of confidentiality, privacy and security within the medical (2017)",,1,,,,,,2017,,,
,BSBMGT401 (2017),BSBMGT401: Show leadership in the workplace (2017),,1,,,,,,2017,,,
,BSBMGT401A (2017),BSBMGT401A: Show leadership in the workplace (2017),,1,,,,,,2017,,,
,BSBMGT402 (2017),BSBMGT402: Implement operational plan (2017),,1,,,,,,2017,,,
,BSBMGT403 (2017),BSBMGT403: Implement continuous improvement (2017),,1,,,,,,2017,,,
,BSBMGT403A (2017),BSBMGT403A: Implement continuous improvement (2017),,1,,,,,,2017,,,
,BSBMGT502 (2017),BSBMGT502: Manage people performance (2017),,1,,,,,,2017,,,
,BSBMGT502B (2017),BSBMGT502B: Manage people performance (2017),,1,,,,,,2017,,,
,BSBMGT503A (2017),BSBMGT503A: Prepare Budgets And Financial Plans (2017),,1,,,,,,2017,,,
,BSBMGT515A (2017),BSBMGT515A: Manage operational plan (2017),,1,,,,,,2017,,,
,BSBMGT516 (2017),BSBMGT516: Facilitate continuous improvement (2017),,1,,,,,,2017,,,
,BSBMGT516C (2017),BSBMGT516C: Facilitate continuous improvement (2017),,1,,,,,,2017,,,
,BSBMGT517 (2017),BSBMGT517: Manage operational plan (2017),,1,,,,,,2017,,,
,BSBMGT605 (2017),BSBMGT605: Provide leadership across the organisation (2017),,1,,,,,,2017,,,
,BSBMGT605B (2017),BSBMGT605B: Provide leadership across the organisation (2017),,1,,,,,,2017,,,
,BSBMGT608 (2017),BSBMGT608: Manage innovation and continuous improvement (2017),,1,,,,,,2017,,,
,BSBMGT615 (2017),BSBMGT615: Contribute to organisation development (2017),,1,,,,,,2017,,,
,BSBMGT616 (2017),BSBMGT616: Develop and implement strategic plans (2017),,1,,,,,,2017,,,
,BSBMGT616A (2017),BSBMGT616A: Develop and implement strategic plans (2017),,1,,,,,,2017,,,
,BSBMGT617 (2017),BSBMGT617: Develop and implement a business plan (2017),,1,,,,,,2017,,,
,BSBMGT617A (2017),BSBMGT617A: Develop and implement a business plan (2017),,1,,,,,,2017,,,
,BSBMGT624 (2017),BSBMGT624: Develop and implement corporate social responsibility (2017),,1,,,,,,2017,,,
,BSBMKG609 (2017),BSBMKG609: Develop a marketing plan (2017),,1,,,,,,2017,,,
,BSBOHS201A (2017),BSBOHS201A: Participate in OHS process (2017),,1,,,,,,2017,,,
,BSBOHS509A (2017),BSBOHS509A: Ensure a safe workplace (2017),,1,,,,,,2017,,,
,BSBPMG510A (2017),BSBPMG510A: Manage projects (2017),,1,,,,,,2017,,,
,BSBPMG511 (2017),BSBPMG511: Manage project scope (2017),,1,,,,,,2017,,,
,BSBPMG511A (2017),BSBPMG511A: Manage project scope (2017),,1,,,,,,2017,,,
,BSBPMG512 (2017),BSBPMG512: Manage project time (2017),,1,,,,,,2017,,,
,BSBPMG512A (2017),BSBPMG512A: Manage project time (2017),,1,,,,,,2017,,,
,BSBPMG513 (2017),BSBPMG513: Manage project quality (2017),,1,,,,,,2017,,,
,BSBPMG513A (2017),BSBPMG513A: Manage project quality (2017),,1,,,,,,2017,,,
,BSBPMG514 (2017),BSBPMG514: Manage project cost (2017),,1,,,,,,2017,,,
,BSBPMG514A (2017),BSBPMG514A: Manage project cost (2017),,1,,,,,,2017,,,
,BSBPMG515 (2017),BSBPMG515: Manage project human resources (2017),,1,,,,,,2017,,,
,BSBPMG515A (2017),BSBPMG515A: Manage project human resources (2017),,1,,,,,,2017,,,
,BSBPMG516 (2017),BSBPMG516: Manage project information and communication (2017),,1,,,,,,2017,,,
,BSBPMG516A (2017),BSBPMG516A: Manage project information and communication (2017),,1,,,,,,2017,,,
,BSBPMG517 (2017),BSBPMG517: Manage project risk (2017),,1,,,,,,2017,,,
,BSBPMG517A (2017),BSBPMG517A: Manage project risk (2017),,1,,,,,,2017,,,
,BSBPMG518 (2017),BSBPMG518: Manage project procurement (2017),,1,,,,,,2017,,,
,BSBPMG518A (2017),BSBPMG518A: Manage project procurement (2017),,1,,,,,,2017,,,
,BSBPMG519 (2017),BSBPMG519: Manage project stakeholder engagement (2017),,1,,,,,,2017,,,
,BSBPMG519A (2017),BSBPMG519A: Manage project stakeholder engagement (2017),,1,,,,,,2017,,,
,BSBPMG520 (2017),BSBPMG520: Manage project governance (2017),,1,,,,,,2017,,,
,BSBPMG520A (2017),BSBPMG520A: Manage project governance (2017),,1,,,,,,2017,,,
,BSBPMG521 (2017),BSBPMG521: Manage project integration (2017),,1,,,,,,2017,,,
,BSBPMG521A (2017),BSBPMG521A: Manage project integration (2017),,1,,,,,,2017,,,
,BSBPMG522 (2017),BSBPMG522: Undertake project work (2017),,1,,,,,,2017,,,
,BSBPMG522A (2017),BSBPMG522A: Undertake project work (2017),,1,,,,,,2017,,,
,BSBPRO301 (2017),BSBPRO301: Recommend products and services (2017),,1,,,,,,2017,,,
,BSBPRO401 (2017),BSBPRO401: Develop product knowledge (2017),,1,,,,,,2017,,,
,BSBPRO401A (2017),BSBPRO401A: Develop produce knowledge (2017),,1,,,,,,2017,,,
,BSBREL401A (2017),BSBREL401A: Establish Networks (2017),,1,,,,,,2017,,,
,BSBREL402 (2017),BSBREL402: Build client relationships and business networks (2017),,1,,,,,,2017,,,
,BSBRES401 (2017),BSBRES401: Analyse and present research information (2017),,1,,,,,,2017,,,
,BSBRES401A (2017),BSBRES401A: Analyse and present research information (2017),,1,,,,,,2017,,,
,BSBRSK401 (2017),BSBRSK401: Identify risk and apply risk management processes (2017),,1,,,,,,2017,,,
,BSBRSK401A (2017),BSBRSK401A: Identify risk and apply risk management processes (2017),,1,,,,,,2017,,,
,BSBRSK501 (2017),BSBRSK501: Manage risk (2017),,1,,,,,,2017,,,
,BSBRSK501A (2017),BSBRSK501A: Manage risk (2017),,1,,,,,,2017,,,
,BSBRSK501B (2017),BSBRSK501B: Manage risk (2017),,1,,,,,,2017,,,
,BSBSMB401 (2017),BSBSMB401: Establish legal and risk management requirements of small business (2017),,1,,,,,,2017,,,
,BSBSMB401A (2017),BSBSMB401A: Establish legal and risk management requirements of small business (2017),,1,,,,,,2017,,,
,BSBSMB402 (2017),BSBSMB402: Plan small business finances (2017),,1,,,,,,2017,,,
,BSBSMB402A (2017),BSBSMB402A: Plan small business finances (2017),,1,,,,,,2017,,,
,BSBSMB403A (2017),BSBSMB403A: Market the small business (2017),,1,,,,,,2017,,,
,BSBSMB404A (2017),BSBSMB404A: Undertake small business planning (2017),,1,,,,,,2017,,,
,BSBSMB405 (2017),BSBSMB405: Monitor and manage small business operations (2017),,1,,,,,,2017,,,
,BSBSMB405A (2017),BSBSMB405A: Monitor and manage small business operations (2017),,1,,,,,,2017,,,
,BSBSMB405B (2017),BSBSMB405B: Monitor and manage small business operations (2017),,1,,,,,,2017,,,
,BSBSMB406 (2017),BSBSMB406: Manage small business finances (2017),,1,,,,,,2017,,,
,BSBSMB406A (2017),BSBSMB406A: Manage small business finances (2017),,1,,,,,,2017,,,
,BSBSMB412 (2017),BSBSMB412: Introduce cloud computing into business operations (2017),,1,,,,,,2017,,,
,BSBSUS201 (2017),BSBSUS201: Participate in environmentally sustainable work practices (2017),,1,,,,,,2017,,,
,BSBSUS201A (2017),BSBSUS201A: Participate in environmentally sustainable work practices (2017),,1,,,,,,2017,,,
,BSBSUS301 (2017),BSBSUS301: Implement and monitor environmentally sustainable work practices (2017),,1,,,,,,2017,,,
,BSBSUS301A (2017),BSBSUS301A: Implement and monitor environmentally sustainable work practices (2017),,1,,,,,,2017,,,
,BSBSUS401 (2017),BSBSUS401: Implement and monitor environmentally sustainable work practices (2017),,1,,,,,,2017,,,
,BSBSUS501 (2017),BSBSUS501: Develop workplace policy and procedures for sustainability (2017),,1,,,,,,2017,,,
,BSBSUS501A (2017),BSBSUS501A: Develop workplace policy and procedures for sustainability (2017),,1,,,,,,2017,,,
,BSBWHS201 (2017),BSBWHS201: Contribute to health and safety of self and others (2017),,1,,,,,,2017,,,
,BSBWHS201A (2017),BSBWHS201A: Contribute to health and safety of self and others (2017),,1,,,,,,2017,,,
,BSBWHS302 (2017),BSBWHS302: Apply knowledge of WHS legislation in the workplace (2017),,1,,,,,,2017,,,
,BSBWHS304 (2017),BSBWHS304: Participate effectively in WHS communication and consultation processes (2017),,1,,,,,,2017,,,
,BSBWHS304A (2017),BSBWHS304A: Participate effectively in WHS communication and consultation processes (2017),,1,,,,,,2017,,,
,BSBWHS401 (2017),"BSBWHS401: Implement and monitor WHS policies, procedures and programs to meet legislative (2017)",,1,,,,,,2017,,,
,BSBWHS401A (2017),"BSBWHS401A: Implement and monitor WHS policies, procedures and programs to meet legislative (2017)",,1,,,,,,2017,,,
,BSBWHS402 (2017),BSBWHS402: Assist with compliance with WHS laws (2017),,1,,,,,,2017,,,
,BSBWHS402A (2017),BSBWHS402A: Assist with compl with WHS laws (2017),,1,,,,,,2017,,,
,BSBWHS403 (2017),BSBWHS403: Contribute to implementing and maintaining WHS consultation and participation pr (2017),,1,,,,,,2017,,,
,BSBWHS403A (2017),BSBWHS403A: Contribute to implementing and maintaining WHS consultation and participation pr (2017),,1,,,,,,2017,,,
,BSBWHS404 (2017),"BSBWHS404: Contribute to WHS hazard identification, risk assessment and risk control (2017)",,1,,,,,,2017,,,
,BSBWHS404A (2017),"BSBWHS404A: Contribute to WHS hazard identification, risk assessment and risk control (2017)",,1,,,,,,2017,,,
,BSBWHS405 (2017),BSBWHS405: Contribute to implementing and maintaining WHS management systems (2017),,1,,,,,,2017,,,
,BSBWHS405A (2017),BSBWHS405A: Contribute to implementing and maintaining WHS management systems (2017),,1,,,,,,2017,,,
,BSBWHS406 (2017),BSBWHS406: Assist with responding to incidents (2017),,1,,,,,,2017,,,
,BSBWHS406A (2017),BSBWHS406A: Assist with responding to incidents (2017),,1,,,,,,2017,,,
,BSBWHS407 (2017),"BSBWHS407: Assist with claims management, rehabilitation and return-to-work programs (2017)",,1,,,,,,2017,,,
,BSBWHS407A (2017),"BSBWHS407A: Assist with claims management, rehabilitation and return-to-work programs (2017)",,1,,,,,,2017,,,
,BSBWHS408 (2017),BSBWHS408: Assist with effective WHS management of contractors (2017),,1,,,,,,2017,,,
,BSBWHS408A (2017),BSBWHS408A: Assist with effective WHS management of contractors (2017),,1,,,,,,2017,,,
,BSBWHS409 (2017),BSBWHS409: Assist with workplace monitoring processes (2017),,1,,,,,,2017,,,
,BSBWHS409A (2017),BSBWHS409A: Assist with workplace monitoring processes (2017),,1,,,,,,2017,,,
,BSBWHS501A (2017),BSBWHS501A: Ensure a safe workplace (2017),,1,,,,,,2017,,,
,BSBWHS510 (2017),BSBWHS510: Contribute to implementing emergency procedures (2017),,1,,,,,,2017,,,
,BSBWHS510A (2017),BSBWHS510A: Contribute to implementing emergency procedures (2017),,1,,,,,,2017,,,
,BSBWOR201 (2017),BSBWOR201: Manage personal stress in the workplace (2017),,1,,,,,,2017,,,
,BSBWOR202 (2017),BSBWOR202: Organise and complete daily work activities (2017),,1,,,,,,2017,,,
,BSBWOR202A (2017),BSBWOR202A: Organise and complete daily work activities (2017),,1,,,,,,2017,,,
,BSBWOR203 (2017),BSBWOR203: Work effectively with others (2017),,1,,,,,,2017,,,
,BSBWOR203A (2017),BSBWOR203A: Work effectively with others (2017),,1,,,,,,2017,,,
,BSBWOR203B (2017),BSBWOR203B: Work effectively with others (2017),,1,,,,,,2017,,,
,BSBWOR204 (2017),BSBWOR204: Use business technology (2017),,1,,,,,,2017,,,
,BSBWOR204A (2017),BSBWOR204A: Use business technology (2017),,1,,,,,,2017,,,
,BSBWOR301 (2017),BSBWOR301: Organise personal work priorities and development (2017),,1,,,,,,2017,,,
,BSBWOR301B (2017),BSBWOR301B: Organise personal work priorities and development (2017),,1,,,,,,2017,,,
,BSBWOR401A (2017),BSBWOR401A: Establish effective workplace relationships (2017),,1,,,,,,2017,,,
,BSBWOR402A (2017),BSBWOR402A: Promote team effectiveness (2017),,1,,,,,,2017,,,
,BSBWOR404 (2017),BSBWOR404: Develop work priorities (2017),,1,,,,,,2017,,,
,BSBWOR404B (2017),BSBWOR404B: Develop work priorities (2017),,1,,,,,,2017,,,
,BSBWOR501 (2017),BSBWOR501: Manage personal work priorities and professional development (2017),,1,,,,,,2017,,,
,BSBWOR501B (2017),BSBWOR501B: Manage personal work priorities and professional development (2017),,1,,,,,,2017,,,
,BSBWOR502 (2017),BSBWOR502: Lead and manage team effectiveness (2017),,1,,,,,,2017,,,
,BSBWOR502A (2017),BSBWOR502A: Ensure team effectiveness (2017),,1,,,,,,2017,,,
,BSBWOR502B (2017),BSBWOR502B: Ensure team effectiveness (2017),,1,,,,,,2017,,,
,BSBWRK411 (2017),BSBWRK411: Support employee and industrial relations procedures (2017),,1,,,,,,2017,,,
,BSBWRK510 (2017),BSBWRK510: Manage employee relations (2017),,1,,,,,,2017,,,
,BSBWRK510A (2017),BSBWRK510A: Manage employee relations (2017),,1,,,,,,2017,,,
,BSBWRT301 (2017),BSBWRT301: Write simple documents (2017),,1,,,,,,2017,,,
,BSBWRT301A (2017),BSBWRT301A: Write simple documents (2017),,1,,,,,,2017,,,
,BSBWRT401 (2017),BSBWRT401: Write complex documents (2017),,1,,,,,,2017,,,
,BSBWRT401A (2017),BSBWRT401A: Write complex documents (2017),,1,,,,,,2017,,,
,BUS001 (2017),BUS001: QuickBooks (2017),,1,,,,,,2017,,,
,BUS031 (2017),BUS031: MS Word 2000 - Level 2 (2017),,1,,,,,,2017,,,
,BUS043 (2017),BUS043: MYOB Payroll (2017),,1,,,,,,2017,,,
,BUS108 (2017),BUS108: Spreadsheets Introduction (2017),,1,,,,,,2017,,,
,BUS109 (2017),BUS109: Spreadsheets Intermediate (2017),,1,,,,,,2017,,,
,BUS111 (2017),BUS111: Introduction to Computers (2017),,1,,,,,,2017,,,
,BUS112 (2017),BUS112: Introduction to Computers Level 2 (2017),,1,,,,,,2017,,,
,BUS123 (2017),BUS123: Effective People Skills for Supervisors (2017),,1,,,,,,2017,,,
,BUS149 (2017),BUS149: Bookkeeping for Small Business (2017),,1,,,,,,2017,,,
,CHC070 (2017),CHC070: Case Management (2017),,1,,,,,,2017,,,
,CHCAC317A (2017),CHCAC317A: Support the older person to maintain their independence (2017),,1,,,,,,2017,,,
,CHCAC318B (2017),CHCAC318B: Work effectively with older people (2017),,1,,,,,,2017,,,
,CHCAC319A (2017),CHCAC319A: Provide support to people living with dementia (2017),,1,,,,,,2017,,,
,CHCAD401D (2017),CHCAD401D: Advocate for clients (2017),,1,,,,,,2017,,,
,CHCAD603B (2017),CHCAD603B: Provide systems advocacy services (2017),,1,,,,,,2017,,,
,CHCADV002 (2017),CHCADV002: Provide advocacy and representation services (2017),,1,,,,,,2017,,,
,CHCAGE001 (2017),CHCAGE001: Facilitate the empowerment of older people (2017),,1,,,,,,2017,,,
,CHCAGE004 (2017),CHCAGE004: Implement interventions with older people at risk (2017),,1,,,,,,2017,,,
,CHCAGE005 (2017),CHCAGE005: Provide support to people living with dementia (2017),,1,,,,,,2017,,,
,CHCCCS002 (2017),CHCCCS002: Assist with movement (2017),,1,,,,,,2017,,,
,CHCCCS004 (2017),CHCCCS004: Assess co-existing needs (2017),,1,,,,,,2017,,,
,CHCCCS010 (2017),CHCCCS010: Maintain a high standard of service (2017),,1,,,,,,2017,,,
,CHCCCS011 (2017),CHCCCS011: Meet personal support needs (2017),,1,,,,,,2017,,,
,CHCCCS012 (2017),CHCCCS012: Prepare and maintain beds (2017),,1,,,,,,2017,,,
,CHCCCS015 (2017),CHCCCS015: Provide individualised support (2017),,1,,,,,,2017,,,
,CHCCCS020 (2017),CHCCCS020: Respond effectively to behaviours of concern (2017),,1,,,,,,2017,,,
,CHCCCS023 (2017),CHCCCS023: Support independence and wellbeing (2017),,1,,,,,,2017,,,
,CHCCCS025 (2017),CHCCCS025: Support relationships with carers and families (2017),,1,,,,,,2017,,,
,CHCCCS026 (2017),CHCCCS026: Transport individuals (2017),,1,,,,,,2017,,,
,CHCCD307D (2017),CHCCD307D: Support community resources (2017),,1,,,,,,2017,,,
,CHCCD412B (2017),CHCCD412B: Work within a community development framework (2017),,1,,,,,,2017,,,
,CHCCDE001 (2017),CHCCDE001: Support participative planning processes (2017),,1,,,,,,2017,,,
,CHCCDE003 (2017),CHCCDE003: Work within a community development framework (2017),,1,,,,,,2017,,,
,CHCCDE011 (2017),CHCCDE011: Implement community development strategies (2017),,1,,,,,,2017,,,
,CHCCHILD401B (2017),CHCCHILD401B: Identify and respond to children and young people at risk (2017),,1,,,,,,2017,,,
,CHCCHILD504C (2017),CHCCHILD504C: Assess risk of harm to children and young people (2017),,1,,,,,,2017,,,
,CHCCOM001 (2017),CHCCOM001: Provide first point of contact (2017),,1,,,,,,2017,,,
,CHCCOM002 (2017),CHCCOM002: Use communication to build relationships (2017),,1,,,,,,2017,,,
,CHCCOM005 (2017),CHCCOM005: Communicate and work in health or community services (2017),,1,,,,,,2017,,,
,CHCCOM201C (2017),CHCCOM201C: Communicate with people accessing the services of the organisation (2017),,1,,,,,,2017,,,
,CHCCOM403A (2017),CHCCOM403A: Use targeted communication skills to build relationships (2017),,1,,,,,,2017,,,
,CHCCOM504B (2017),"CHCCOM504B: Develop, implement and promote effective workplace communication (2017)",,1,,,,,,2017,,,
,CHCCS211B (2017),CHCCS211B: Prepare for work in the community sector (2017),,1,,,,,,2017,,,
,CHCCS305C (2017),CHCCS305C: Assist clients with medication (2017),,1,,,,,,2017,,,
,CHCCS400C (2017),CHCCS400C: Work within a relevant legal and ethical framework (2017),,1,,,,,,2017,,,
,CHCCS411C (2017),CHCCS411C: Work effectively in the community sector (2017),,1,,,,,,2017,,,
,CHCCS412E (2017),CHCCS412E: Deliver and develop client services (2017),,1,,,,,,2017,,,
,CHCCS416B (2017),CHCCS416B: Assess and provide services for clients with complex needs (2017),,1,,,,,,2017,,,
,CHCCS421B (2017),CHCCS421B: Undertake community sector work within own community (2017),,1,,,,,,2017,,,
,CHCCS422B (2017),CHCCS422B: Respond holistically to client issues and refer appropriately (2017),,1,,,,,,2017,,,
,CHCCS502C (2017),CHCCS502C: Maintain legal and ethical work practices (2017),,1,,,,,,2017,,,
,CHCCS521B (2017),CHCCS521B: Assess and respond to individuals at risk of suicide (2017),,1,,,,,,2017,,,
,CHCCSL001 (2017),CHCCSL001: Establish and confirm the counselling relationship (2017),,1,,,,,,2017,,,
,CHCCSM004 (2017),CHCCSM004: Coordinate complex case requirements (2017),,1,,,,,,2017,,,
,CHCCSM005 (2017),"CHCCSM005: Develop, facilitate and review all aspects of case management (2017)",,1,,,,,,2017,,,
,CHCCSM007 (2017),CHCCSM007: Undertake case management in a child protection framework (2017),,1,,,,,,2017,,,
,CHCCW301C (2017),CHCCW301C: Operate under a case work framework (2017),,1,,,,,,2017,,,
,CHCDEV001 (2017),CHCDEV001: Confirm client developmental status (2017),,1,,,,,,2017,,,
,CHCDEV002 (2017),CHCDEV002: Analyse impacts of sociological factors on clients in community work and service (2017),,1,,,,,,2017,,,
,CHCDFV404C (2017),CHCDFV404C: Promote community awareness of domestic and family violence (2017),,1,,,,,,2017,,,
,CHCDIS001 (2017),CHCDIS001: Contribute to ongoing skills development using a strengths-based approach (2017),,1,,,,,,2017,,,
,CHCDIS002 (2017),CHCDIS002: Follow established person-centred behaviour supports (2017),,1,,,,,,2017,,,
,CHCDIS003 (2017),CHCDIS003: Support community participation and social inclusion (2017),,1,,,,,,2017,,,
,CHCDIS007 (2017),CHCDIS007: Facilitate the empowerment of people with disability (2017),,1,,,,,,2017,,,
,CHCDIS008 (2017),CHCDIS008: Facilitate community participation and social inclusion (2017),,1,,,,,,2017,,,
,CHCDIS301C (2017),CHCDIS301C: Work effectively with people with a disability (2017),,1,,,,,,2017,,,
,CHCDIS302A (2017),CHCDIS302A: Maintain an environment to empower people with disabilities (2017),,1,,,,,,2017,,,
,CHCDIS405A (2017),CHCDIS405A: Facilitate skills development and maintenance (2017),,1,,,,,,2017,,,
,CHCDIS410A (2017),CHCDIS410A: Facilitate community participation and inclusion (2017),,1,,,,,,2017,,,
,CHCDIS411A (2017),CHCDIS411A: Communicate using augmentative and alternative communication strategies (2017),,1,,,,,,2017,,,
